algorithm generator seed numberofsequences sizeofsequences cost scslength timems
hierarchical random 4 20 48 bitcost 485 5582.55314827
hierarchical random 4 20 4 bitcost 11 47.5900173187
hierarchical random 4 20 64 bitcost 711 10837.3260498
hierarchical random 4 20 8 bitcost 35 96.1761474609
hierarchical random 4 20 96 bitcost 1176 27382.434845
hierarchical random 4 2 100 bitcost 183 217.747926712
hierarchical random 4 2 101 bitcost 185 250.935792923
hierarchical random 4 2 102 bitcost 185 229.214906693
hierarchical random 4 2 103 bitcost 186 229.238033295
hierarchical random 4 2 104 bitcost 189 228.905916214
hierarchical random 4 2 105 bitcost 192 268.103837967
hierarchical random 4 2 106 bitcost 195 290.849924088
hierarchical random 4 2 107 bitcost 196 293.632030487
hierarchical random 4 2 108 bitcost 199 240.021944046
hierarchical random 4 2 109 bitcost 202 302.525043488
hierarchical random 4 2 10 bitcost 16 4.69589233398
hierarchical random 4 2 110 bitcost 201 230.721950531
hierarchical random 4 2 111 bitcost 205 250.833034515
hierarchical random 4 2 112 bitcost 205 285.326957703
hierarchical random 4 2 113 bitcost 209 307.404994965
hierarchical random 4 2 114 bitcost 209 312.594890594
hierarchical random 4 2 115 bitcost 212 317.262887955
hierarchical random 4 2 116 bitcost 214 270.613908768
hierarchical random 4 2 117 bitcost 216 281.069993973
hierarchical random 4 2 118 bitcost 217 245.465993881
hierarchical random 4 2 119 bitcost 218 248.515844345
hierarchical random 4 2 11 bitcost 17 4.70399856567
hierarchical random 4 2 120 bitcost 222 256.965875626
hierarchical random 4 2 121 bitcost 223 258.666038513
hierarchical random 4 2 122 bitcost 224 295.086145401
hierarchical random 4 2 123 bitcost 227 265.581846237
hierarchical random 4 2 124 bitcost 230 313.621044159
hierarchical random 4 2 125 bitcost 229 367.922782898
hierarchical random 4 2 126 bitcost 233 374.263048172
hierarchical random 4 2 127 bitcost 232 370.278120041
hierarchical random 4 2 128 bitcost 239 386.999845505
hierarchical random 4 2 129 bitcost 239 389.648914337
hierarchical random 4 2 12 bitcost 19 5.65409660339
hierarchical random 4 2 130 bitcost 241 348.500967026
hierarchical random 4 2 131 bitcost 243 352.249145508
hierarchical random 4 2 132 bitcost 241 401.098012924
hierarchical random 4 2 133 bitcost 243 363.69395256
hierarchical random 4 2 134 bitcost 247 401.481151581
hierarchical random 4 2 135 bitcost 251 410.397052765
hierarchical random 4 2 136 bitcost 251 417.299985886
hierarchical random 4 2 137 bitcost 254 420.594930649
hierarchical random 4 2 138 bitcost 254 370.903968811
hierarchical random 4 2 139 bitcost 255 382.616043091
hierarchical random 4 2 13 bitcost 21 5.78999519348
hierarchical random 4 2 140 bitcost 255 388.230085373
hierarchical random 4 2 141 bitcost 263 397.845983505
hierarchical random 4 2 142 bitcost 265 451.15685463
hierarchical random 4 2 143 bitcost 267 358.318090439
hierarchical random 4 2 144 bitcost 268 444.133043289
hierarchical random 4 2 145 bitcost 271 459.187030792
hierarchical random 4 2 146 bitcost 272 473.573923111
hierarchical random 4 2 147 bitcost 272 457.366943359
hierarchical random 4 2 148 bitcost 275 476.067066193
hierarchical random 4 2 149 bitcost 278 489.140987396
hierarchical random 4 2 14 bitcost 23 4.31799888611
hierarchical random 4 2 150 bitcost 278 397.20416069
hierarchical random 4 2 151 bitcost 281 398.979902267
hierarchical random 4 2 152 bitcost 284 472.239017487
hierarchical random 4 2 153 bitcost 286 504.398107529
hierarchical random 4 2 154 bitcost 290 415.806770325
hierarchical random 4 2 155 bitcost 289 498.780012131
hierarchical random 4 2 156 bitcost 292 492.568016052
hierarchical random 4 2 157 bitcost 295 516.237974167
hierarchical random 4 2 158 bitcost 297 532.095909119
hierarchical random 4 2 159 bitcost 297 526.313066483
hierarchical random 4 2 15 bitcost 24 13.6179924011
hierarchical random 4 2 160 bitcost 298 491.98102951
hierarchical random 4 2 161 bitcost 302 453.670024872
hierarchical random 4 2 162 bitcost 304 558.034181595
hierarchical random 4 2 163 bitcost 305 550.274848938
hierarchical random 4 2 164 bitcost 306 567.463159561
hierarchical random 4 2 165 bitcost 310 552.12688446
hierarchical random 4 2 166 bitcost 309 575.710058212
hierarchical random 4 2 167 bitcost 310 550.347089767
hierarchical random 4 2 168 bitcost 315 538.15984726
hierarchical random 4 2 169 bitcost 315 586.918830872
hierarchical random 4 2 16 bitcost 28 8.80408287048
hierarchical random 4 2 170 bitcost 317 594.54703331
hierarchical random 4 2 171 bitcost 321 597.925901413
hierarchical random 4 2 172 bitcost 318 563.472986221
hierarchical random 4 2 173 bitcost 322 579.152822495
hierarchical random 4 2 174 bitcost 323 607.434988022
hierarchical random 4 2 175 bitcost 327 612.60008812
hierarchical random 4 2 176 bitcost 328 636.447191238
hierarchical random 4 2 177 bitcost 333 642.455101013
hierarchical random 4 2 178 bitcost 335 630.38611412
hierarchical random 4 2 179 bitcost 335 559.174060822
hierarchical random 4 2 17 bitcost 30 15.2480602264
hierarchical random 4 2 180 bitcost 336 646.370887756
hierarchical random 4 2 181 bitcost 338 669.364929199
hierarchical random 4 2 182 bitcost 344 651.333093643
hierarchical random 4 2 183 bitcost 341 667.530059814
hierarchical random 4 2 184 bitcost 346 622.956037521
hierarchical random 4 2 185 bitcost 349 628.087997437
hierarchical random 4 2 186 bitcost 349 605.567932129
hierarchical random 4 2 187 bitcost 352 698.114871979
hierarchical random 4 2 188 bitcost 354 712.131023407
hierarchical random 4 2 189 bitcost 355 678.825139999
hierarchical random 4 2 18 bitcost 29 17.6470279694
hierarchical random 4 2 190 bitcost 357 713.568210602
hierarchical random 4 2 191 bitcost 359 729.947090149
hierarchical random 4 2 192 bitcost 360 732.656955719
hierarchical random 4 2 19 bitcost 32 20.9028720856
hierarchical random 4 2 20 bitcost 34 14.8069858551
hierarchical random 4 2 21 bitcost 35 15.6538486481
hierarchical random 4 2 22 bitcost 38 17.2040462494
hierarchical random 4 2 23 bitcost 39 14.24908638
hierarchical random 4 2 24 bitcost 41 29.8290252686
hierarchical random 4 2 25 bitcost 43 21.7049121857
hierarchical random 4 2 26 bitcost 42 24.7600078583
hierarchical random 4 2 27 bitcost 46 23.6220359802
hierarchical random 4 2 28 bitcost 48 15.2850151062
hierarchical random 4 2 29 bitcost 51 40.981054306
hierarchical random 4 2 30 bitcost 51 45.8788871765
hierarchical random 4 2 31 bitcost 52 18.474817276
hierarchical random 4 2 32 bitcost 55 44.5249080658
hierarchical random 4 2 33 bitcost 55 34.9009037018
hierarchical random 4 2 34 bitcost 59 37.0781421661
hierarchical random 4 2 35 bitcost 62 35.7339382172
hierarchical random 4 2 36 bitcost 63 38.7670993805
hierarchical random 4 2 37 bitcost 65 59.298992157
hierarchical random 4 2 38 bitcost 68 47.1079349518
hierarchical random 4 2 39 bitcost 69 58.5091114044
hierarchical random 4 2 3 bitcost 4 0.42986869812
hierarchical random 4 2 40 bitcost 68 51.8269538879
hierarchical random 4 2 41 bitcost 72 75.9279727936
hierarchical random 4 2 42 bitcost 73 54.1200637817
hierarchical random 4 2 43 bitcost 75 69.3249702454
hierarchical random 4 2 44 bitcost 77 60.7578754425
hierarchical random 4 2 45 bitcost 78 61.047077179
hierarchical random 4 2 46 bitcost 81 65.3810501099
hierarchical random 4 2 47 bitcost 83 92.255115509
hierarchical random 4 2 48 bitcost 85 72.2389221191
hierarchical random 4 2 49 bitcost 87 76.4491558075
hierarchical random 4 2 4 bitcost 6 1.296043396
hierarchical random 4 2 50 bitcost 89 101.020812988
hierarchical random 4 2 51 bitcost 90 74.2089748383
hierarchical random 4 2 52 bitcost 92 79.5621871948
hierarchical random 4 2 53 bitcost 93 112.835884094
hierarchical random 4 2 54 bitcost 95 86.2600803375
hierarchical random 4 2 55 bitcost 96 117.019891739
hierarchical random 4 2 56 bitcost 101 112.07818985
hierarchical random 4 2 57 bitcost 102 95.978975296
hierarchical random 4 2 58 bitcost 104 125.701904297
hierarchical random 4 2 59 bitcost 106 64.4001960754
hierarchical random 4 2 5 bitcost 7 1.51801109314
hierarchical random 4 2 60 bitcost 108 87.4681472778
hierarchical random 4 2 61 bitcost 110 67.8491592407
hierarchical random 4 2 62 bitcost 112 107.722043991
hierarchical random 4 2 63 bitcost 116 71.9048976898
hierarchical random 4 2 64 bitcost 118 112.020015717
hierarchical random 4 2 65 bitcost 118 114.789962769
hierarchical random 4 2 66 bitcost 121 78.5708427429
hierarchical random 4 2 67 bitcost 123 139.647006989
hierarchical random 4 2 68 bitcost 121 134.896993637
hierarchical random 4 2 69 bitcost 126 86.1220359802
hierarchical random 4 2 6 bitcost 8 1.92213058472
hierarchical random 4 2 70 bitcost 128 88.3610248566
hierarchical random 4 2 71 bitcost 131 124.371051788
hierarchical random 4 2 72 bitcost 132 137.74394989
hierarchical random 4 2 73 bitcost 131 153.120994568
hierarchical random 4 2 74 bitcost 135 155.497074127
hierarchical random 4 2 75 bitcost 136 142.156839371
hierarchical random 4 2 76 bitcost 137 175.106048584
hierarchical random 4 2 77 bitcost 140 153.177976608
hierarchical random 4 2 78 bitcost 142 148.781061172
hierarchical random 4 2 79 bitcost 143 197.32093811
hierarchical random 4 2 7 bitcost 11 2.56896018982
hierarchical random 4 2 80 bitcost 147 161.162853241
hierarchical random 4 2 81 bitcost 149 179.826021194
hierarchical random 4 2 82 bitcost 149 165.167093277
hierarchical random 4 2 83 bitcost 151 166.731834412
hierarchical random 4 2 84 bitcost 152 167.75894165
hierarchical random 4 2 85 bitcost 154 172.483921051
hierarchical random 4 2 86 bitcost 157 179.91900444
hierarchical random 4 2 87 bitcost 161 181.256055832
hierarchical random 4 2 88 bitcost 161 197.051048279
hierarchical random 4 2 89 bitcost 163 228.738069534
hierarchical random 4 2 8 bitcost 13 2.92086601257
hierarchical random 4 2 90 bitcost 165 236.336946487
hierarchical random 4 2 91 bitcost 164 233.018159866
hierarchical random 4 2 92 bitcost 167 219.76184845
hierarchical random 4 2 93 bitcost 167 196.305036545
hierarchical random 4 2 94 bitcost 170 201.074838638
hierarchical random 4 2 95 bitcost 174 198.438882828
hierarchical random 4 2 96 bitcost 175 204.669952393
hierarchical random 4 2 97 bitcost 177 215.474843979
hierarchical random 4 2 98 bitcost 178 218.989133835
hierarchical random 4 2 99 bitcost 180 214.325904846
hierarchical random 4 2 9 bitcost 13 3.60679626465
hierarchical random 4 3 10 bitcost 21 13.4851932526
hierarchical random 4 3 11 bitcost 22 17.1711444855
hierarchical random 4 3 12 bitcost 25 24.8091220856
hierarchical random 4 3 13 bitcost 27 13.6339664459
hierarchical random 4 3 14 bitcost 30 31.6519737244
hierarchical random 4 3 15 bitcost 30 26.0879993439
hierarchical random 4 3 16 bitcost 34 25.7399082184
hierarchical random 4 3 17 bitcost 38 41.8479442596
hierarchical random 4 3 18 bitcost 37 47.4338531494
hierarchical random 4 3 19 bitcost 43 53.2200336456
hierarchical random 4 3 20 bitcost 46 58.8271617889
hierarchical random 4 3 21 bitcost 45 44.0518856049
hierarchical random 4 3 22 bitcost 49 68.6490535736
hierarchical random 4 3 23 bitcost 50 69.2219734192
hierarchical random 4 3 24 bitcost 53 76.5039920807
hierarchical random 4 3 25 bitcost 55 79.9310207367
hierarchical random 4 3 26 bitcost 57 87.8889560699
hierarchical random 4 3 27 bitcost 60 74.5239257812
hierarchical random 4 3 28 bitcost 63 95.5908298492
hierarchical random 4 3 29 bitcost 64 71.7730522156
hierarchical random 4 3 30 bitcost 67 107.792854309
hierarchical random 4 3 31 bitcost 71 111.879110336
hierarchical random 4 3 32 bitcost 74 91.3848876953
hierarchical random 4 3 33 bitcost 78 109.354972839
hierarchical random 4 3 34 bitcost 83 109.449148178
hierarchical random 4 3 35 bitcost 82 113.745212555
hierarchical random 4 3 36 bitcost 87 145.014047623
hierarchical random 4 3 37 bitcost 89 133.172035217
hierarchical random 4 3 38 bitcost 93 157.368898392
hierarchical random 4 3 39 bitcost 93 148.646116257
hierarchical random 4 3 3 bitcost 5 1.78480148315
hierarchical random 4 3 40 bitcost 96 166.46194458
hierarchical random 4 3 41 bitcost 98 172.318935394
hierarchical random 4 3 42 bitcost 101 183.160066605
hierarchical random 4 3 43 bitcost 102 183.761835098
hierarchical random 4 3 44 bitcost 108 195.981025696
hierarchical random 4 3 45 bitcost 106 190.281867981
hierarchical random 4 3 46 bitcost 113 205.744028091
hierarchical random 4 3 47 bitcost 120 217.499017715
hierarchical random 4 3 48 bitcost 117 207.258939743
hierarchical random 4 3 49 bitcost 120 202.488899231
hierarchical random 4 3 4 bitcost 7 3.76296043396
hierarchical random 4 3 50 bitcost 124 228.037834167
hierarchical random 4 3 51 bitcost 125 200.417041779
hierarchical random 4 3 52 bitcost 127 245.711088181
hierarchical random 4 3 53 bitcost 129 219.657897949
hierarchical random 4 3 54 bitcost 133 253.144025803
hierarchical random 4 3 55 bitcost 134 207.111120224
hierarchical random 4 3 56 bitcost 138 236.523151398
hierarchical random 4 3 57 bitcost 143 223.875999451
hierarchical random 4 3 58 bitcost 148 224.547863007
hierarchical random 4 3 59 bitcost 149 282.924175262
hierarchical random 4 3 5 bitcost 9 3.59797477722
hierarchical random 4 3 60 bitcost 151 291.194915771
hierarchical random 4 3 61 bitcost 154 257.001161575
hierarchical random 4 3 62 bitcost 155 302.533149719
hierarchical random 4 3 63 bitcost 159 257.729053497
hierarchical random 4 3 64 bitcost 163 270.143032074
hierarchical random 4 3 65 bitcost 159 245.524168015
hierarchical random 4 3 66 bitcost 166 299.656867981
hierarchical random 4 3 67 bitcost 169 338.46116066
hierarchical random 4 3 68 bitcost 171 344.702005386
hierarchical random 4 3 69 bitcost 174 345.440864563
hierarchical random 4 3 6 bitcost 10 7.50303268433
hierarchical random 4 3 70 bitcost 178 363.630056381
hierarchical random 4 3 71 bitcost 182 323.048830032
hierarchical random 4 3 72 bitcost 183 385.097026825
hierarchical random 4 3 73 bitcost 187 389.302968979
hierarchical random 4 3 74 bitcost 188 391.371011734
hierarchical random 4 3 75 bitcost 190 394.640922546
hierarchical random 4 3 76 bitcost 192 386.567115784
hierarchical random 4 3 77 bitcost 195 326.214075089
hierarchical random 4 3 78 bitcost 199 428.010940552
hierarchical random 4 3 79 bitcost 197 436.542034149
hierarchical random 4 3 7 bitcost 13 5.9769153595
hierarchical random 4 3 80 bitcost 207 450.593948364
hierarchical random 4 3 8 bitcost 15 11.0099315643
hierarchical random 4 3 9 bitcost 18 9.54580307007
hierarchical random 4 4 10 bitcost 23 23.5919952393
hierarchical random 4 4 11 bitcost 26 24.7859954834
hierarchical random 4 4 12 bitcost 29 38.9609336853
hierarchical random 4 4 13 bitcost 33 44.9788570404
hierarchical random 4 4 14 bitcost 34 33.2260131836
hierarchical random 4 4 15 bitcost 38 56.0259819031
hierarchical random 4 4 16 bitcost 43 49.877166748
hierarchical random 4 4 17 bitcost 48 73.7779140472
hierarchical random 4 4 18 bitcost 50 77.4290561676
hierarchical random 4 4 19 bitcost 50 81.7959308624
hierarchical random 4 4 20 bitcost 55 93.493938446
hierarchical random 4 4 21 bitcost 55 96.0688591003
hierarchical random 4 4 22 bitcost 62 106.969118118
hierarchical random 4 4 23 bitcost 65 112.646102905
hierarchical random 4 4 24 bitcost 68 115.808010101
hierarchical random 4 4 25 bitcost 71 130.292892456
hierarchical random 4 4 26 bitcost 72 137.634992599
hierarchical random 4 4 27 bitcost 76 146.332979202
hierarchical random 4 4 28 bitcost 79 151.997089386
hierarchical random 4 4 29 bitcost 83 158.125162125
hierarchical random 4 4 30 bitcost 86 167.83618927
hierarchical random 4 4 31 bitcost 88 173.572063446
hierarchical random 4 4 32 bitcost 96 140.827894211
hierarchical random 4 4 33 bitcost 95 192.404031754
hierarchical random 4 4 34 bitcost 104 204.49090004
hierarchical random 4 4 35 bitcost 104 209.134817123
hierarchical random 4 4 3 bitcost 5 3.70788574219
hierarchical random 4 4 4 bitcost 9 4.3089389801
hierarchical random 4 4 5 bitcost 9 8.0099105835
hierarchical random 4 4 6 bitcost 10 11.029958725
hierarchical random 4 4 7 bitcost 15 11.0099315643
hierarchical random 4 4 8 bitcost 19 16.3908004761
hierarchical random 4 4 9 bitcost 21 22.7119922638
hierarchical random 4 50000 4 bitcost 13 62354.7449112
hierarchical random 4 5000 4 bitcost 14 5911.96417809
hierarchical random 4 5000 8 bitcost 58 44580.6229115
hierarchical random 4 500 16 bitcost 189 31920.6089973
hierarchical random 4 500 24 bitcost 378 126951.272011
hierarchical random 4 500 4 bitcost 12 620.646953583
hierarchical random 4 500 8 bitcost 48 3673.56705666
hierarchical random 4 50 16 bitcost 135 1643.93806458
hierarchical random 4 50 24 bitcost 273 4944.99897957
hierarchical random 4 50 32 bitcost 420 10449.534893
hierarchical random 4 50 48 bitcost 821 30698.8089085
hierarchical random 4 50 4 bitcost 12 104.768037796
hierarchical random 4 50 64 bitcost 1243 64778.165102
hierarchical random 4 50 8 bitcost 40 314.28194046
hierarchical random 4 50 96 bitcost 2239 180014.295101
hierarchical random 4 5 10 bitcost 28 43.2100296021
hierarchical random 4 5 11 bitcost 29 46.9040870667
hierarchical random 4 5 12 bitcost 32 53.750038147
hierarchical random 4 5 13 bitcost 36 63.530921936
hierarchical random 4 5 14 bitcost 40 74.6228694916
hierarchical random 4 5 15 bitcost 44 79.971075058
hierarchical random 4 5 16 bitcost 49 94.475030899
hierarchical random 4 5 17 bitcost 54 83.3349227905
hierarchical random 4 5 18 bitcost 56 113.481998444
hierarchical random 4 5 19 bitcost 57 100.323200226
hierarchical random 4 5 20 bitcost 64 132.311105728
hierarchical random 4 5 24 bitcost 77 167.376995087
hierarchical random 4 5 32 bitcost 111 261.562108994
hierarchical random 4 5 3 bitcost 5 5.25093078613
hierarchical random 4 5 48 bitcost 174 437.292098999
hierarchical random 4 5 4 bitcost 9 6.10780715942
hierarchical random 4 5 5 bitcost 11 6.94513320923
hierarchical random 4 5 64 bitcost 252 791.968107224
hierarchical random 4 5 6 bitcost 12 16.0927772522
hierarchical random 4 5 7 bitcost 18 14.7168636322
hierarchical random 4 5 8 bitcost 20 28.2828807831
hierarchical random 4 5 96 bitcost 380 1693.11499596
hierarchical random 4 5 9 bitcost 22 32.6659679413
hierarchical random 4 6 10 bitcost 31 56.224822998
hierarchical random 4 6 11 bitcost 34 66.0381317139
hierarchical random 4 6 12 bitcost 36 72.6571083069
hierarchical random 4 6 13 bitcost 44 87.6111984253
hierarchical random 4 6 14 bitcost 45 96.2121486664
hierarchical random 4 6 3 bitcost 6 7.83896446228
hierarchical random 4 6 4 bitcost 9 11.1050605774
hierarchical random 4 6 5 bitcost 11 15.6350135803
hierarchical random 4 6 6 bitcost 13 21.1489200592
hierarchical random 4 6 7 bitcost 17 26.6981124878
hierarchical random 4 6 8 bitcost 22 37.0709896088
hierarchical random 4 6 9 bitcost 25 45.6790924072
hierarchical random 4 7 3 bitcost 6 8.98098945618
hierarchical random 4 7 4 bitcost 10 13.8201713562
hierarchical random 4 7 5 bitcost 12 17.2250270844
hierarchical random 4 7 6 bitcost 14 24.4688987732
hierarchical random 4 7 7 bitcost 18 32.5980186462
hierarchical random 4 7 8 bitcost 25 44.4188117981
hierarchical random 4 7 9 bitcost 26 53.1167984009
hierarchical random 4 8 3 bitcost 6 8.69798660278
hierarchical random 4 8 4 bitcost 10 17.8480148315
hierarchical random 4 8 5 bitcost 12 21.8079090118
hierarchical random 4 8 6 bitcost 16 31.3551425934
hierarchical random 4 8 7 bitcost 21 41.2991046906
hierarchical random 4 9 3 bitcost 6 10.3268623352
hierarchical random 4 9 4 bitcost 10 20.4401016235
hierarchical random 4 9 5 bitcost 14 25.2430438995
hierarchical random 5 100000 4 bitcost 13 125153.436184
hierarchical random 5 10000 4 bitcost 15 11749.4268417
hierarchical random 5 10000 8 bitcost 56 94278.1200409
hierarchical random 5 1000 16 bitcost 181 73101.2480259
hierarchical random 5 1000 4 bitcost 13 1184.66687202
hierarchical random 5 1000 8 bitcost 55 7949.69201088
hierarchical random 5 100 16 bitcost 150 4070.96719742
hierarchical random 5 100 24 bitcost 314 14308.9079857
hierarchical random 5 100 32 bitcost 517 32753.3259392
hierarchical random 5 100 48 bitcost 1065 109758.255959
hierarchical random 5 100 4 bitcost 14 188.152074814
hierarchical random 5 100 64 bitcost 1711 242365.758896
hierarchical random 5 100 8 bitcost 45 701.905012131
hierarchical random 5 10 16 bitcost 72 224.821090698
hierarchical random 5 10 24 bitcost 124 423.501014709
hierarchical random 5 10 32 bitcost 184 708.90212059
hierarchical random 5 10 3 bitcost 6 13.5381221771
hierarchical random 5 10 48 bitcost 299 1593.44506264
hierarchical random 5 10 4 bitcost 10 19.0668106079
hierarchical random 5 10 64 bitcost 428 2832.66305923
hierarchical random 5 10 8 bitcost 25 69.4410800934
hierarchical random 5 10 96 bitcost 683 6808.55107307
hierarchical random 5 11 3 bitcost 6 14.9989128113
hierarchical random 5 12 3 bitcost 6 16.4051055908
hierarchical random 5 20000 4 bitcost 15 24241.8589592
hierarchical random 5 20000 8 bitcost 56 198589.782
hierarchical random 5 2000 16 bitcost 195 163532.824993
hierarchical random 5 2000 4 bitcost 13 2303.62200737
hierarchical random 5 2000 8 bitcost 55 16571.0930824
hierarchical random 5 200 16 bitcost 167 10144.0079212
hierarchical random 5 200 24 bitcost 352 38987.251997
hierarchical random 5 200 32 bitcost 592 93245.7780838
hierarchical random 5 200 4 bitcost 14 312.373161316
hierarchical random 5 200 8 bitcost 45 1411.94701195
hierarchical random 5 20 16 bitcost 102 501.168012619
hierarchical random 5 20 24 bitcost 180 1090.74807167
hierarchical random 5 20 32 bitcost 276 2189.41903114
hierarchical random 5 20 48 bitcost 478 5660.56990623
hierarchical random 5 20 4 bitcost 10 45.4020500183
hierarchical random 5 20 64 bitcost 717 10735.6238365
hierarchical random 5 20 8 bitcost 33 150.596141815
hierarchical random 5 20 96 bitcost 1186 27404.3850899
hierarchical random 5 2 100 bitcost 185 272.938966751
hierarchical random 5 2 101 bitcost 187 236.532926559
hierarchical random 5 2 102 bitcost 189 273.141145706
hierarchical random 5 2 103 bitcost 192 248.653173447
hierarchical random 5 2 104 bitcost 194 286.488056183
hierarchical random 5 2 105 bitcost 195 287.019968033
hierarchical random 5 2 106 bitcost 196 293.663024902
hierarchical random 5 2 107 bitcost 200 297.585010529
hierarchical random 5 2 108 bitcost 201 270.822048187
hierarchical random 5 2 109 bitcost 202 298.727035522
hierarchical random 5 2 10 bitcost 15 7.04503059387
hierarchical random 5 2 110 bitcost 202 313.869953156
hierarchical random 5 2 111 bitcost 206 268.32485199
hierarchical random 5 2 112 bitcost 208 309.080123901
hierarchical random 5 2 113 bitcost 210 317.337036133
hierarchical random 5 2 114 bitcost 212 315.421104431
hierarchical random 5 2 115 bitcost 214 326.283931732
hierarchical random 5 2 116 bitcost 215 334.202051163
hierarchical random 5 2 117 bitcost 218 335.175037384
hierarchical random 5 2 118 bitcost 217 334.207057953
hierarchical random 5 2 119 bitcost 220 307.498216629
hierarchical random 5 2 11 bitcost 17 8.22997093201
hierarchical random 5 2 120 bitcost 221 307.018995285
hierarchical random 5 2 121 bitcost 223 347.666025162
hierarchical random 5 2 122 bitcost 227 358.152151108
hierarchical random 5 2 123 bitcost 230 286.49187088
hierarchical random 5 2 124 bitcost 229 363.883018494
hierarchical random 5 2 125 bitcost 232 366.609811783
hierarchical random 5 2 126 bitcost 236 371.46282196
hierarchical random 5 2 127 bitcost 236 373.580932617
hierarchical random 5 2 128 bitcost 237 377.837896347
hierarchical random 5 2 129 bitcost 240 385.712146759
hierarchical random 5 2 12 bitcost 19 9.30500030518
hierarchical random 5 2 130 bitcost 242 389.65511322
hierarchical random 5 2 131 bitcost 244 391.321182251
hierarchical random 5 2 132 bitcost 244 366.808891296
hierarchical random 5 2 133 bitcost 244 363.515138626
hierarchical random 5 2 134 bitcost 251 410.266876221
hierarchical random 5 2 135 bitcost 249 415.369033813
hierarchical random 5 2 136 bitcost 252 419.589042664
hierarchical random 5 2 137 bitcost 251 423.737049103
hierarchical random 5 2 138 bitcost 256 427.691936493
hierarchical random 5 2 139 bitcost 258 437.809944153
hierarchical random 5 2 13 bitcost 21 10.2908611298
hierarchical random 5 2 140 bitcost 258 432.150840759
hierarchical random 5 2 141 bitcost 262 441.879034042
hierarchical random 5 2 142 bitcost 262 445.528030396
hierarchical random 5 2 143 bitcost 265 426.728963852
hierarchical random 5 2 144 bitcost 267 454.685926437
hierarchical random 5 2 145 bitcost 269 438.881158829
hierarchical random 5 2 146 bitcost 271 463.440895081
hierarchical random 5 2 147 bitcost 275 466.081857681
hierarchical random 5 2 148 bitcost 274 460.438966751
hierarchical random 5 2 149 bitcost 279 483.344078064
hierarchical random 5 2 14 bitcost 23 12.3448371887
hierarchical random 5 2 150 bitcost 279 485.438108444
hierarchical random 5 2 151 bitcost 283 494.148015976
hierarchical random 5 2 152 bitcost 282 469.715118408
hierarchical random 5 2 153 bitcost 285 503.178119659
hierarchical random 5 2 154 bitcost 287 509.814977646
hierarchical random 5 2 155 bitcost 289 449.965000153
hierarchical random 5 2 156 bitcost 289 517.547130585
hierarchical random 5 2 157 bitcost 293 525.941133499
hierarchical random 5 2 158 bitcost 291 527.15587616
hierarchical random 5 2 159 bitcost 294 532.362937927
hierarchical random 5 2 15 bitcost 24 13.9510631561
hierarchical random 5 2 160 bitcost 294 498.537063599
hierarchical random 5 2 161 bitcost 298 547.97410965
hierarchical random 5 2 162 bitcost 300 550.801992416
hierarchical random 5 2 163 bitcost 300 559.163093567
hierarchical random 5 2 164 bitcost 303 563.849925995
hierarchical random 5 2 165 bitcost 307 571.197986603
hierarchical random 5 2 166 bitcost 310 557.0499897
hierarchical random 5 2 167 bitcost 310 577.885150909
hierarchical random 5 2 168 bitcost 313 587.116956711
hierarchical random 5 2 169 bitcost 317 592.725992203
hierarchical random 5 2 16 bitcost 25 15.6080722809
hierarchical random 5 2 170 bitcost 320 574.491024017
hierarchical random 5 2 171 bitcost 316 604.704141617
hierarchical random 5 2 172 bitcost 320 614.413022995
hierarchical random 5 2 173 bitcost 322 616.893053055
hierarchical random 5 2 174 bitcost 325 626.819849014
hierarchical random 5 2 175 bitcost 326 627.814054489
hierarchical random 5 2 176 bitcost 330 631.718873978
hierarchical random 5 2 177 bitcost 331 579.247951508
hierarchical random 5 2 178 bitcost 333 644.563913345
hierarchical random 5 2 179 bitcost 336 652.4310112
hierarchical random 5 2 17 bitcost 27 17.2200202942
hierarchical random 5 2 180 bitcost 338 653.423070908
hierarchical random 5 2 181 bitcost 336 665.52901268
hierarchical random 5 2 182 bitcost 338 673.243999481
hierarchical random 5 2 183 bitcost 340 672.159910202
hierarchical random 5 2 184 bitcost 343 680.603981018
hierarchical random 5 2 185 bitcost 345 695.107936859
hierarchical random 5 2 186 bitcost 346 696.045875549
hierarchical random 5 2 187 bitcost 349 698.343038559
hierarchical random 5 2 188 bitcost 350 709.524154663
hierarchical random 5 2 189 bitcost 351 682.978868484
hierarchical random 5 2 18 bitcost 29 19.1259384155
hierarchical random 5 2 190 bitcost 353 721.655845642
hierarchical random 5 2 191 bitcost 356 696.436166763
hierarchical random 5 2 192 bitcost 358 730.381965637
hierarchical random 5 2 19 bitcost 30 15.2549743652
hierarchical random 5 2 20 bitcost 35 17.786026001
hierarchical random 5 2 21 bitcost 33 24.6620178223
hierarchical random 5 2 22 bitcost 36 19.7770595551
hierarchical random 5 2 23 bitcost 38 28.7621021271
hierarchical random 5 2 24 bitcost 39 31.4228534698
hierarchical random 5 2 25 bitcost 43 34.3580245972
hierarchical random 5 2 26 bitcost 45 35.4189872742
hierarchical random 5 2 27 bitcost 47 37.3890399933
hierarchical random 5 2 28 bitcost 46 36.1838340759
hierarchical random 5 2 29 bitcost 48 34.5981121063
hierarchical random 5 2 30 bitcost 51 45.4499721527
hierarchical random 5 2 31 bitcost 53 47.5318431854
hierarchical random 5 2 32 bitcost 55 19.6831226349
